src_ip,dst_ip,src_port,dst_port,protocol,packet_size,packet_count,data_transferred,session_duration,tcp_flags,device_id,os_version,app_usage,file_access,system_calls,cpu_usage,memory_usage,login_attempts,failed_logins,location_changes,unusual_activity,suspicious_processes,malicious_urls,malicious_files,exploit_attempts,label
172.24.124.174,172.24.144.129,12336,37049,UDP,965,51,4562,148,ACK,device1,Windows10,6,3,146,6,9,5,2,2,0,0,0,1,0,0
10.146.154.150,10.47.21.203,59289,21381,TCP,1110,20,3998,845,ACK,device6,Windows7,42,5,884,0,13,0,1,2,0,1,0,1,1,1
10.205.194.44,192.168.178.34,13558,41176,TCP,848,29,9636,887,FIN,device1,iOS14,24,38,920,44,14,7,3,0,1,0,0,0,0,1
10.82.130.166,172.19.103.81,17,37532,TCP,1062,65,8298,256,ACK,device3,MacOS,17,8,303,78,26,2,0,1,1,1,0,1,0,1
192.168.162.187,192.168.183.125,41972,60405,ICMP,724,32,1002,17,SYN,device3,Windows10,95,25,377,0,70,0,2,0,1,0,1,1,0,1
172.17.49.1,192.168.254.35,10797,24476,ICMP,721,99,3604,462,FIN,device6,MacOS,39,32,503,35,40,5,4,1,1,1,1,0,0,1
192.168.35.41,172.29.171.147,47216,33646,UDP,1096,56,8035,865,PSH,device6,MacOS,26,17,170,83,40,5,4,1,0,0,0,1,1,1
10.197.111.211,172.18.55.221,54014,51834,ICMP,1393,22,1482,909,RST,device6,Android10,22,23,830,80,12,7,4,2,1,1,0,1,1,0
192.168.156.11,192.168.201.16,13342,7327,TCP,48,18,5270,472,PSH,device4,Android10,26,36,747,37,45,5,3,1,0,0,1,1,0,0
10.150.122.175,192.168.66.193,59872,23540,ICMP,235,57,6588,716,PSH,device3,MacOS,67,3,830,95,30,2,3,0,1,1,0,1,1,1
192.168.99.198,172.21.34.234,64222,21369,UDP,108,52,2635,273,RST,device2,iOS14,28,8,981,53,80,3,1,0,0,0,0,1,1,0
10.221.96.170,192.168.168.57,10792,62591,UDP,362,90,1381,425,SYN,device6,Windows10,41,44,383,42,60,2,4,0,0,0,1,1,0,1
172.22.239.145,172.23.217.183,23352,38625,UDP,823,72,685,715,PSH,device3,LinuxUbuntu,58,9,227,96,21,9,1,1,0,1,1,1,0,0
172.28.42.163,192.168.18.160,20917,40069,UDP,279,36,1903,700,RST,device4,Android10,32,10,742,8,43,9,3,2,1,1,1,0,0,0
172.19.201.9,10.16.238.197,63837,54608,UDP,568,13,199,478,SYN,device4,iOS14,2,2,868,6,36,6,4,2,1,0,1,1,1,1
10.228.145.61,10.167.45.120,11731,63854,TCP,69,16,248,113,PSH,device4,Windows7,76,28,776,28,67,0,0,0,1,1,0,0,1,1
10.238.29.48,192.168.4.182,20173,58319,UDP,897,25,925,261,RST,device2,MacOS,76,20,222,67,24,8,3,0,0,0,0,0,1,0
172.25.217.78,172.24.56.91,4563,58540,UDP,417,10,4772,800,SYN,device6,MacOS,92,33,322,87,44,4,0,2,0,0,0,0,1,1
172.19.21.96,192.168.216.178,60517,47009,TCP,879,69,5284,306,ACK,device6,iOS14,83,46,745,55,83,3,3,1,0,1,1,0,0,1
172.29.157.106,10.103.226.103,58557,14929,UDP,1234,66,1506,120,RST,device3,Windows10,97,34,903,33,72,3,2,0,0,1,1,0,0,1
172.21.17.173,10.218.108.253,37236,50191,UDP,853,43,9845,684,FIN,device3,MacOS,6,14,300,95,77,9,3,1,1,1,0,1,1,0
10.189.249.53,172.17.16.94,36454,44509,TCP,233,4,7354,340,RST,device6,LinuxUbuntu,36,24,630,54,0,7,4,0,1,0,0,1,0,0
192.168.9.177,172.30.233.111,29465,42239,ICMP,841,49,7175,984,RST,device3,Windows10,44,36,732,65,46,7,0,2,0,0,0,1,0,0
10.110.145.170,10.178.167.118,31989,7059,ICMP,965,62,7881,137,PSH,device1,LinuxUbuntu,2,38,882,51,6,6,2,0,1,0,1,1,1,1
10.90.207.253,10.138.219.117,43243,24099,TCP,854,83,6112,885,SYN,device1,MacOS,9,22,315,27,49,4,2,1,0,0,0,1,0,1
172.17.11.48,172.27.79.96,40197,56929,UDP,614,36,9429,355,PSH,device2,Android10,62,43,100,11,48,3,1,2,1,1,0,0,1,1
192.168.143.148,192.168.25.232,36126,46445,ICMP,1218,89,8726,92,PSH,device5,iOS14,36,27,119,99,20,0,3,2,0,0,0,0,0,0
192.168.31.68,192.168.145.195,52817,65100,UDP,436,81,6069,724,RST,device3,Android10,78,7,850,18,39,6,2,0,0,1,0,0,0,1
172.19.228.164,172.19.20.234,51420,32879,TCP,1349,42,9011,586,ACK,device6,Windows7,83,4,526,21,10,6,4,1,1,1,1,0,0,0
192.168.253.163,10.252.51.133,7730,28576,ICMP,978,60,8392,218,ACK,device2,Android10,99,22,673,57,99,7,0,0,1,0,1,0,1,0
10.99.161.246,192.168.61.65,41245,31479,UDP,668,7,3292,411,FIN,device6,LinuxUbuntu,99,43,886,35,80,1,0,0,0,0,1,0,1,1
10.33.103.144,172.25.200.139,27023,58187,UDP,420,6,79,952,SYN,device6,Windows10,6,49,552,3,78,7,2,1,0,0,0,0,0,1
10.158.69.91,10.9.63.211,64398,54107,ICMP,174,53,6936,217,FIN,device3,MacOS,27,13,579,60,5,6,1,2,0,0,0,0,0,0
192.168.13.4,172.16.142.149,11354,64032,ICMP,837,68,1833,709,PSH,device5,Windows7,53,6,513,12,12,6,3,2,0,1,0,1,1,0
10.98.1.229,10.31.189.187,51999,62289,UDP,940,91,4672,339,PSH,device6,Windows7,79,24,455,15,7,8,4,0,0,1,0,1,1,0
172.29.199.4,192.168.229.213,45832,46872,ICMP,949,87,1784,588,FIN,device4,iOS14,25,39,482,30,85,2,0,2,1,1,0,1,0,0
10.136.182.127,10.112.241.184,51853,61094,UDP,724,22,3347,270,FIN,device5,LinuxUbuntu,3,8,878,91,50,3,3,0,0,1,1,1,0,0
172.28.105.132,10.51.12.166,37156,46943,ICMP,1363,13,1206,282,PSH,device3,LinuxUbuntu,38,42,807,68,30,2,4,1,1,0,0,1,1,0
172.19.72.197,192.168.248.220,39898,6476,UDP,279,40,7293,761,PSH,device3,Android10,10,11,410,93,74,8,1,0,0,1,1,1,1,0
172.25.97.180,10.201.119.61,43786,53054,TCP,1029,89,5432,439,PSH,device1,Windows7,59,18,255,38,24,9,0,1,0,0,0,0,1,0
172.22.77.49,192.168.107.25,43730,20275,ICMP,141,78,5596,924,ACK,device1,iOS14,75,5,919,52,58,2,4,0,0,0,1,0,1,1
192.168.214.161,10.126.244.246,6001,26932,ICMP,981,27,4165,794,RST,device1,iOS14,64,29,110,7,6,2,2,2,1,1,1,0,1,0
192.168.164.63,192.168.25.89,43778,14522,TCP,1188,1,8733,779,SYN,device2,LinuxUbuntu,64,3,360,0,68,6,0,0,1,0,0,1,0,0
192.168.240.243,172.24.182.232,18428,29453,ICMP,689,65,5410,523,SYN,device5,LinuxUbuntu,49,2,860,18,57,2,0,1,0,0,0,0,0,0
10.52.72.150,192.168.173.203,19239,8155,ICMP,1491,39,9075,580,SYN,device4,Android10,1,14,384,52,91,1,1,2,1,0,0,1,0,1
172.24.156.46,172.29.219.171,45578,15813,UDP,836,15,5954,101,SYN,device3,MacOS,98,24,716,12,18,1,0,1,0,0,1,0,0,1
172.28.160.122,10.143.157.115,30003,1048,UDP,1406,82,8001,929,RST,device3,Android10,55,10,652,82,12,5,4,0,1,0,0,1,1,1
10.210.250.17,192.168.167.220,19766,12540,UDP,637,69,3535,19,ACK,device4,Windows10,76,19,523,63,7,4,2,1,1,1,0,1,0,0
192.168.37.68,172.28.143.174,6135,13882,ICMP,883,24,2056,163,PSH,device3,LinuxUbuntu,76,49,931,31,7,9,2,1,0,1,0,1,1,0
10.58.220.89,192.168.194.167,45121,3721,UDP,800,89,2336,35,SYN,device5,Android10,80,40,589,59,70,5,0,1,1,0,1,1,1,1
172.23.77.121,172.24.184.75,13432,12464,TCP,124,58,5657,753,ACK,device3,Windows10,45,35,785,55,12,8,0,0,1,0,1,1,1,1
10.206.107.83,10.55.97.11,20020,3060,UDP,89,67,9178,235,RST,device6,MacOS,27,29,130,54,57,7,3,0,0,0,1,0,1,1
192.168.216.158,10.255.43.244,8508,28307,ICMP,233,85,211,488,ACK,device4,LinuxUbuntu,19,29,563,23,27,5,3,1,0,1,0,0,0,0
10.254.181.164,172.17.75.137,47118,60345,ICMP,563,8,7335,804,FIN,device6,Windows10,91,9,969,49,88,0,2,0,1,1,1,0,0,1
192.168.3.96,172.17.185.35,59462,3621,UDP,1243,65,6926,836,PSH,device4,Windows10,80,35,135,68,77,7,1,1,1,1,0,1,1,1
10.161.83.156,192.168.175.209,45137,30311,ICMP,1355,35,6426,122,PSH,device4,MacOS,8,40,235,58,35,7,2,2,0,1,0,1,0,1
10.29.206.31,10.250.198.219,26281,989,UDP,1289,88,1999,325,SYN,device3,Android10,53,0,903,0,10,4,3,1,1,1,0,1,1,0
10.156.80.206,172.27.117.20,33207,61710,ICMP,301,87,2763,562,PSH,device3,Windows7,39,10,612,55,22,2,0,0,1,1,1,0,0,1
172.19.186.40,192.168.85.212,26724,6441,TCP,1243,74,1245,144,RST,device2,LinuxUbuntu,64,6,719,57,9,0,0,0,0,1,0,0,0,1
192.168.77.71,10.100.149.147,20753,31143,ICMP,933,65,7470,877,FIN,device6,Windows7,36,7,249,31,60,4,4,2,1,0,1,1,1,0
192.168.254.51,172.28.255.155,16066,41894,ICMP,693,29,2464,497,PSH,device4,Windows10,20,31,933,76,74,1,1,2,1,1,0,1,1,1
172.30.94.217,192.168.28.136,60039,36121,TCP,963,28,3768,625,ACK,device1,Windows10,79,45,334,9,57,3,1,0,0,1,0,0,0,0
10.177.122.49,172.29.15.205,43884,4574,ICMP,874,35,4661,588,FIN,device6,iOS14,34,13,781,58,98,8,3,0,0,1,0,0,1,1
172.30.236.16,172.23.90.82,12528,4760,UDP,546,3,3872,157,SYN,device4,Android10,46,24,255,44,24,6,4,1,0,1,0,1,1,0
192.168.11.252,192.168.7.191,51048,54185,ICMP,808,18,7261,464,PSH,device6,MacOS,74,46,309,6,42,8,1,0,1,0,0,1,1,1
192.168.97.25,172.29.233.141,45518,11329,ICMP,843,19,4802,249,SYN,device6,Windows7,65,28,628,42,18,5,0,0,1,1,0,1,1,1
172.24.25.137,10.218.65.169,18599,3174,UDP,377,48,6525,780,ACK,device5,Android10,73,17,398,36,37,6,0,2,1,0,0,1,0,1
10.55.232.78,192.168.20.13,51851,39731,UDP,498,98,2106,754,ACK,device1,Windows10,77,47,458,7,0,1,4,2,0,1,0,1,0,0
192.168.4.150,192.168.147.220,59527,41834,TCP,1170,73,7262,756,PSH,device3,Windows7,0,37,358,56,4,8,4,2,0,0,0,0,0,0
172.28.130.38,172.31.33.28,50055,33866,UDP,538,45,901,886,SYN,device1,MacOS,68,16,652,0,9,7,2,0,0,0,0,1,0,0
10.114.112.134,192.168.96.218,21399,14259,UDP,389,9,8791,256,SYN,device2,Windows10,49,23,730,0,60,1,4,0,0,0,0,0,0,0
10.31.222.25,10.159.53.228,54156,34456,UDP,1274,16,6624,493,PSH,device5,iOS14,8,7,287,13,24,4,1,0,0,0,0,0,0,1
10.202.128.134,192.168.253.131,41675,50690,UDP,712,70,1424,998,RST,device1,Android10,99,49,491,0,58,7,2,2,0,0,1,0,0,1
172.25.72.102,172.28.85.149,47400,28082,UDP,594,82,8348,334,RST,device1,iOS14,42,24,432,2,9,7,0,0,0,0,1,1,0,1
172.31.64.182,172.23.253.158,2809,22401,TCP,1077,45,9188,440,RST,device1,MacOS,35,31,353,23,24,3,4,2,0,1,0,0,1,0
10.17.95.9,172.19.61.251,57757,28504,TCP,406,17,2746,741,FIN,device6,Android10,78,11,915,8,90,0,1,2,0,1,0,0,1,0
172.20.29.53,10.154.70.71,34633,9748,TCP,1095,29,4516,130,SYN,device2,MacOS,99,21,395,91,54,4,2,0,1,0,0,1,1,0
192.168.217.156,172.17.1.165,38764,17386,ICMP,943,10,7912,995,FIN,device1,MacOS,88,2,148,30,54,4,4,1,0,1,1,1,0,0
192.168.175.236,10.209.220.140,60334,46543,ICMP,1469,14,2121,831,PSH,device4,Windows7,8,4,883,86,5,6,4,2,0,1,0,1,0,0
172.20.140.105,192.168.240.232,63966,44564,TCP,805,9,7130,628,RST,device5,Android10,65,18,454,71,22,7,2,2,0,0,1,0,1,1
192.168.24.66,10.135.39.209,22900,8380,ICMP,694,24,9820,64,FIN,device3,LinuxUbuntu,86,12,515,58,6,1,4,1,1,0,1,0,0,0
172.29.157.236,172.21.123.96,18894,20557,UDP,877,45,946,177,SYN,device4,MacOS,58,38,943,3,2,6,0,1,0,0,1,0,1,1
172.21.37.168,192.168.205.179,50269,10227,TCP,1234,96,3442,366,FIN,device5,iOS14,39,40,866,86,83,8,1,1,1,1,0,0,1,1
172.26.13.218,192.168.78.210,57943,8298,UDP,222,78,6949,624,RST,device1,iOS14,8,11,858,77,8,0,3,1,0,0,0,1,0,0
172.30.69.153,192.168.50.54,58269,64495,TCP,377,88,1552,123,PSH,device1,MacOS,4,32,262,25,51,8,2,2,1,1,1,0,0,1
10.194.224.134,192.168.69.140,52543,31411,ICMP,891,1,1975,94,ACK,device6,Windows7,39,47,906,13,35,5,3,1,0,1,1,0,0,0
10.86.203.68,192.168.217.130,25589,41675,ICMP,1305,13,6343,47,PSH,device5,LinuxUbuntu,21,9,329,64,42,0,1,2,0,1,0,0,1,0
10.2.255.161,172.26.72.221,10464,19528,UDP,673,3,2744,344,PSH,device6,LinuxUbuntu,41,25,146,16,17,5,4,2,0,1,0,0,1,1
10.187.14.83,192.168.55.57,1026,40607,ICMP,822,2,2244,773,RST,device2,Windows7,10,17,760,48,83,9,2,2,0,0,0,0,0,0
192.168.142.83,192.168.22.224,42983,42106,UDP,95,25,892,170,RST,device3,MacOS,23,37,265,80,30,4,1,0,1,1,1,1,1,0
192.168.202.117,192.168.182.183,38302,60021,UDP,717,76,6937,136,FIN,device1,Windows7,42,7,434,91,56,5,2,1,0,1,0,1,0,0
192.168.165.134,172.31.154.140,47854,39132,TCP,97,75,2953,669,ACK,device2,Android10,43,30,393,10,49,1,4,0,0,1,1,0,0,0
192.168.248.248,172.20.166.229,11209,1116,ICMP,604,43,7249,886,SYN,device3,Android10,43,13,262,84,35,9,0,0,1,1,0,1,1,0
192.168.121.158,192.168.164.184,33774,8975,TCP,230,99,3661,975,RST,device3,iOS14,55,47,500,31,74,8,1,0,1,0,1,0,1,0
172.27.225.237,192.168.217.251,47581,21723,TCP,1330,92,6756,729,RST,device2,iOS14,93,3,303,92,96,5,1,2,0,0,0,1,1,1
10.163.209.205,192.168.53.4,46055,18400,UDP,1237,82,2886,979,SYN,device4,MacOS,42,43,796,5,19,8,4,2,1,1,0,1,0,1
172.26.101.110,192.168.225.74,63410,37618,UDP,148,41,3392,861,SYN,device3,LinuxUbuntu,48,13,659,45,41,9,2,2,1,0,0,0,1,1
192.168.214.205,10.26.97.205,40261,39334,UDP,1369,81,8504,514,PSH,device2,Windows7,11,42,532,91,96,9,1,1,1,0,0,1,1,1
172.30.222.255,10.12.238.123,43698,60818,TCP,1467,65,9563,429,ACK,device1,iOS14,75,30,925,0,58,4,1,2,1,1,0,1,0,1
192.168.235.237,192.168.100.157,30458,6794,TCP,774,16,8753,189,ACK,device5,Windows10,84,46,610,45,76,9,4,0,0,0,1,0,1,1
172.28.158.206,172.22.104.20,32334,436,TCP,903,55,3380,824,ACK,device5,Android10,78,38,782,58,48,7,2,1,0,0,1,1,1,0
10.129.155.168,192.168.59.190,38911,32964,UDP,164,51,2966,197,RST,device4,iOS14,15,43,512,83,34,0,0,0,1,0,1,1,0,0
192.168.214.154,10.195.221.111,60092,31989,TCP,590,26,9775,928,PSH,device5,LinuxUbuntu,23,40,590,10,60,0,1,0,0,1,0,1,1,0
172.31.250.84,172.25.92.104,54770,1284,TCP,527,61,649,650,ACK,device6,iOS14,22,17,412,35,38,8,3,1,1,1,1,1,0,1
10.57.181.134,192.168.162.80,44603,64031,ICMP,235,43,4755,337,FIN,device2,Android10,16,0,681,2,53,6,4,0,1,1,1,0,0,1
10.35.110.73,10.205.83.244,24119,51695,ICMP,736,93,4413,681,SYN,device6,MacOS,75,26,338,53,83,5,3,2,0,1,1,1,1,1
10.213.72.149,10.74.129.248,62191,23007,UDP,96,72,7876,575,SYN,device6,Windows7,48,21,329,63,7,3,4,0,1,1,1,0,0,1
192.168.124.165,10.184.151.62,54017,16877,ICMP,191,80,5314,665,RST,device3,LinuxUbuntu,46,24,835,17,36,7,3,1,1,1,0,1,0,1
172.17.38.141,192.168.40.178,65355,12342,TCP,405,11,175,727,FIN,device2,Windows7,26,29,589,75,38,0,4,0,1,0,0,1,0,1
172.27.202.47,10.69.104.37,46787,57951,ICMP,248,40,968,275,FIN,device2,LinuxUbuntu,21,12,751,73,60,0,1,0,0,0,1,1,1,1
172.24.162.237,10.107.218.88,34641,53310,UDP,339,11,5309,779,PSH,device6,Windows10,46,43,763,95,78,9,3,1,0,1,1,1,1,0
10.60.115.200,192.168.167.108,19725,33921,UDP,886,38,7319,352,ACK,device5,Android10,96,47,724,16,98,5,0,2,0,0,1,1,0,0
172.26.218.85,172.27.102.175,24297,45746,TCP,134,55,2902,573,PSH,device5,Android10,73,22,541,14,20,7,4,0,1,1,1,1,0,1
10.141.200.151,192.168.13.222,59072,15532,UDP,362,17,9081,661,SYN,device2,Windows7,63,42,174,50,9,8,1,2,1,0,0,1,1,1
172.27.20.183,10.115.14.0,3574,18439,UDP,97,7,6197,238,ACK,device5,Windows10,18,14,898,35,58,3,2,0,1,0,0,0,0,0
10.38.174.222,192.168.189.247,26817,1501,UDP,353,12,3004,35,RST,device1,Windows7,99,1,133,96,51,5,2,1,0,1,1,0,0,1
172.22.0.78,10.204.109.226,46555,33396,TCP,614,16,1547,978,PSH,device6,iOS14,62,40,157,83,26,8,1,0,1,1,1,1,0,1
172.30.98.194,10.122.181.169,8123,31695,UDP,1168,38,947,880,RST,device5,Windows10,92,26,599,64,93,4,3,0,0,1,0,1,1,0
10.229.182.25,172.25.88.11,17994,18716,TCP,1110,35,4703,907,PSH,device4,LinuxUbuntu,67,16,190,45,42,7,1,0,1,1,1,1,1,0
192.168.28.144,10.217.189.249,38088,5527,ICMP,1129,15,3508,422,SYN,device2,Windows7,74,28,432,52,69,0,4,0,1,0,1,0,1,0
192.168.37.198,172.27.232.71,31202,23130,UDP,983,61,6668,787,FIN,device3,iOS14,63,41,334,86,69,9,2,2,0,1,1,0,1,1
10.241.97.213,192.168.207.17,42756,43363,ICMP,689,95,3890,166,RST,device4,iOS14,9,25,522,32,7,7,0,0,0,0,0,0,1,1
10.147.207.99,172.21.174.222,2842,51220,TCP,424,28,2992,631,ACK,device6,MacOS,22,39,515,96,66,0,0,2,1,1,1,0,0,0
192.168.210.109,10.133.190.89,26785,47013,TCP,1203,33,779,279,FIN,device5,MacOS,48,39,217,10,28,5,1,0,1,1,1,0,1,0
10.147.25.122,10.252.9.79,33688,48921,ICMP,491,40,4996,590,SYN,device2,MacOS,16,10,377,46,50,3,4,0,0,0,1,1,0,0
10.38.88.18,172.19.229.198,40992,59156,UDP,1014,7,1278,786,FIN,device2,Windows7,31,32,639,12,29,6,1,2,1,1,0,1,1,1
172.16.66.161,172.18.202.199,46521,39661,UDP,394,19,5977,183,RST,device4,Android10,71,2,581,75,12,7,3,2,0,0,0,0,1,1
172.16.179.195,172.17.172.199,42797,21165,TCP,1097,93,3836,814,FIN,device1,Windows7,65,4,721,36,56,3,0,0,0,0,1,0,0,1
172.25.167.206,192.168.166.40,11150,26122,ICMP,164,65,5833,621,PSH,device2,LinuxUbuntu,86,35,550,92,65,2,0,1,1,0,0,0,0,0
10.209.226.162,10.25.76.112,58917,51937,ICMP,212,97,1671,329,PSH,device4,Windows7,80,3,743,73,38,5,0,2,0,1,0,0,0,1
172.24.26.131,172.20.74.254,60172,24719,ICMP,979,25,9527,782,ACK,device5,Windows7,34,14,223,89,41,9,3,1,1,1,1,0,0,1
172.19.16.147,172.22.88.157,44447,9273,TCP,1477,24,6495,535,FIN,device3,Windows10,84,29,119,0,73,1,4,0,1,0,1,0,1,1
172.27.207.224,192.168.235.97,62820,20645,TCP,1422,4,2757,614,RST,device6,LinuxUbuntu,3,10,858,54,12,5,4,1,1,0,0,1,1,0
192.168.103.95,192.168.14.171,43612,56020,UDP,406,36,3315,515,FIN,device5,Windows7,9,34,328,1,8,7,2,1,0,0,0,1,1,0
192.168.91.182,192.168.192.78,42703,3900,TCP,457,48,4465,425,ACK,device5,MacOS,98,12,595,88,1,9,0,2,0,0,1,1,1,0
10.205.2.19,10.107.95.255,10907,52835,ICMP,1037,61,81,503,SYN,device2,MacOS,98,19,599,27,27,2,3,2,0,0,0,0,1,1
10.115.223.250,172.16.82.157,7319,25904,UDP,793,68,4925,198,SYN,device5,Android10,41,16,825,26,97,7,1,1,0,1,1,1,0,0
10.113.30.60,192.168.174.57,50437,45327,TCP,589,1,6789,759,RST,device3,Windows7,51,45,477,91,91,0,1,2,0,0,1,1,0,0
10.151.231.221,172.29.100.46,2112,31444,ICMP,1318,47,1339,271,RST,device6,Windows7,83,11,386,18,56,1,2,2,1,1,0,0,1,1
192.168.69.127,172.24.176.96,36495,23344,UDP,155,82,831,855,FIN,device5,iOS14,39,0,566,61,77,9,3,0,0,0,1,0,1,1
10.187.95.180,192.168.200.235,25348,26208,ICMP,43,79,7189,723,SYN,device5,Android10,88,35,103,93,61,4,1,2,1,1,0,1,0,1
192.168.69.231,172.27.23.57,31447,27276,TCP,186,56,8459,92,ACK,device6,MacOS,15,29,922,76,23,1,0,2,1,0,1,0,0,1
10.71.116.189,10.178.203.124,33083,16782,ICMP,493,81,4387,634,ACK,device6,Windows7,79,24,872,90,56,1,2,1,1,0,1,0,0,0
172.16.107.111,10.124.141.26,42621,21240,UDP,786,94,528,842,PSH,device1,Android10,35,44,101,51,99,8,3,1,0,1,1,0,0,0
10.2.121.58,10.106.255.250,1419,57614,ICMP,335,15,5794,942,ACK,device3,Windows7,71,25,265,93,52,4,1,1,1,0,1,0,1,0
10.62.191.24,172.23.118.168,34626,46413,TCP,848,70,3707,687,FIN,device1,MacOS,40,27,691,45,40,0,3,2,0,0,0,0,1,1
10.44.168.11,10.0.234.219,36637,7050,TCP,767,73,2740,20,PSH,device4,iOS14,98,31,504,92,59,5,2,0,1,1,1,0,0,0
172.25.237.113,192.168.210.247,8627,16370,TCP,448,48,6300,545,PSH,device4,MacOS,54,19,195,79,18,0,0,2,0,0,0,1,0,0
10.71.96.26,192.168.105.84,52800,41768,TCP,805,55,4144,334,ACK,device2,MacOS,28,13,714,37,71,8,2,2,0,1,1,1,1,1
192.168.74.250,172.29.126.222,15511,47631,ICMP,516,37,6900,928,SYN,device1,MacOS,90,23,644,95,17,9,3,0,1,0,1,0,0,0
172.16.74.159,10.151.100.170,2559,37660,ICMP,848,34,2221,22,RST,device2,MacOS,2,27,568,30,10,0,1,1,1,0,0,0,1,1
192.168.50.254,172.31.245.145,13671,21345,ICMP,445,31,2102,469,PSH,device4,Android10,13,37,356,62,7,1,1,1,1,0,1,1,1,1
10.27.59.174,172.22.213.114,46627,24429,UDP,91,17,2107,267,PSH,device3,LinuxUbuntu,59,16,625,92,40,2,2,1,1,1,1,1,1,0
10.246.56.252,172.21.216.82,52011,28874,TCP,398,41,953,976,ACK,device4,Windows10,31,38,746,55,59,8,0,1,0,0,1,0,0,1
172.16.95.142,192.168.249.183,25926,5186,ICMP,783,54,8219,281,SYN,device4,Windows10,79,3,341,58,97,1,0,2,0,1,0,0,1,0
172.28.136.217,10.202.218.122,2365,54039,ICMP,1115,49,5574,598,SYN,device6,Windows7,3,25,523,0,85,5,4,2,1,0,0,1,0,1
10.254.29.255,172.28.67.128,62442,62287,TCP,392,31,6952,923,ACK,device1,Windows7,1,21,903,87,18,1,3,0,0,1,1,1,0,0
10.129.78.51,10.175.193.246,37887,42884,TCP,482,3,420,970,FIN,device2,MacOS,13,7,819,66,2,6,4,2,1,0,1,0,1,1
172.19.141.226,192.168.11.220,28128,63858,ICMP,857,29,2814,457,RST,device1,iOS14,22,32,187,23,73,5,1,0,0,0,0,0,0,1
172.28.198.192,192.168.192.218,26982,32898,UDP,696,97,5385,403,PSH,device4,Android10,29,40,519,38,75,9,3,0,0,1,0,1,1,1
10.123.164.83,192.168.226.193,24335,53494,ICMP,1213,86,2003,402,RST,device4,MacOS,97,17,841,60,97,4,0,1,0,0,1,1,1,1
172.30.244.109,192.168.76.149,31137,28644,TCP,50,77,6287,515,FIN,device4,Windows7,22,44,947,22,0,2,3,1,0,0,0,1,0,0
192.168.96.79,192.168.55.250,22810,21413,ICMP,1261,53,5451,447,RST,device3,Windows7,68,42,504,83,3,4,2,0,0,1,0,0,1,1
192.168.113.104,172.19.173.175,20466,11639,TCP,802,25,3583,396,ACK,device5,Windows10,85,19,507,58,38,3,0,2,0,1,0,1,1,0
192.168.107.188,192.168.174.255,54528,3639,ICMP,147,60,1722,468,PSH,device3,Windows7,9,2,485,1,3,1,2,0,1,1,1,1,0,0
172.29.104.138,10.165.83.79,5852,2387,TCP,153,39,2922,954,RST,device1,Windows10,46,18,681,64,79,8,3,2,1,0,1,1,1,1
10.35.86.226,192.168.90.26,23613,32817,ICMP,310,99,3081,556,FIN,device3,Windows7,22,48,547,70,79,4,3,1,1,1,1,1,0,0
192.168.73.22,192.168.226.201,45620,21462,ICMP,608,90,7579,571,PSH,device3,Windows10,11,33,257,79,60,6,4,0,1,1,1,0,0,1
172.18.50.141,192.168.32.180,50936,58386,ICMP,456,47,7866,531,RST,device1,iOS14,65,38,347,3,93,4,2,0,0,0,0,0,0,0
192.168.124.1,172.16.229.155,3828,18532,UDP,970,59,7316,333,PSH,device1,Android10,71,34,573,29,84,6,3,2,0,0,0,0,1,1
192.168.17.22,172.22.241.122,64766,44218,TCP,919,96,8602,970,RST,device1,Windows7,36,48,749,0,90,2,2,0,0,0,1,1,0,0
172.27.40.142,192.168.18.202,5864,54995,UDP,1243,86,4785,81,PSH,device6,iOS14,55,35,593,6,37,6,3,1,1,1,1,1,1,0
172.21.243.122,172.24.13.79,13014,14510,TCP,1135,65,7859,327,SYN,device5,iOS14,90,1,441,87,34,0,4,1,1,0,1,1,0,0
10.249.78.180,172.20.27.212,63939,36360,ICMP,1032,71,3597,659,SYN,device3,LinuxUbuntu,54,2,521,92,18,0,2,0,0,0,0,1,0,0
172.19.153.204,10.58.181.182,24881,47736,ICMP,726,38,9,996,RST,device6,Android10,93,33,532,73,58,1,4,0,1,0,1,1,1,1
172.24.31.71,10.93.248.105,16094,35013,ICMP,109,81,7653,176,PSH,device3,LinuxUbuntu,18,40,515,13,96,2,2,2,1,1,1,0,0,0
172.20.35.11,10.38.151.240,36584,14735,UDP,775,4,7928,715,FIN,device2,Windows10,54,32,479,83,72,3,3,1,0,0,0,1,0,1
10.128.69.108,10.74.142.153,58745,44581,UDP,1444,87,9204,784,PSH,device3,MacOS,67,44,198,8,95,1,3,1,1,1,0,1,0,0
172.25.71.171,10.180.175.68,52186,14072,UDP,1131,20,3371,411,SYN,device5,iOS14,58,29,148,18,72,4,1,1,0,1,0,1,1,1
10.141.126.43,192.168.175.188,33935,22555,TCP,1381,40,1030,410,RST,device1,MacOS,70,35,618,74,99,6,1,0,1,1,0,0,0,0
172.18.181.253,192.168.13.153,977,51916,UDP,1098,13,8726,23,ACK,device6,Windows10,83,13,824,78,70,6,1,2,1,1,1,1,0,0
192.168.199.229,172.21.12.109,56377,25259,TCP,54,41,5989,904,PSH,device2,Android10,5,31,489,17,91,5,0,1,0,1,0,0,1,1
